Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location
400 Spring St,Chattanooga,TN,37405,03/17/2018 11:45:00 PM,TN0330100,A4,90Z,All Other Offenses,Part 2 Crimes,18-023648,2,Cleared by Arrest,35.06838918100005,-85.313006295999983,"(35.068389181, -85.313006296)"
100 Cherry St,Chattanooga,TN,37404,03/17/2018 11:52:00 PM,TN0330100,A7,91Z,,,18-023641,3,Pending/Possible Leads,35.055394884,-85.308851403999967,"(35.055394884, -85.308851404)"
100 River St,Chattanooga,TN,37405,03/17/2018 11:54:00 PM,TN0330100,A7,23H,All Other Larceny,Part 1 Crimes,18-023594,3,Pending/Possible Leads,35.060778428,-85.309037427999982,"(35.060778428, -85.309037428)"
900 Carter St,Chattanooga,TN,37402,03/17/2018 11:57:00 PM,TN0330100,A9,91Z,,,18-023645,3,Pending/Possible Leads,35.045429888,-85.312402104999961,"(35.045429888, -85.312402105)"
700 E 11th St,Chattanooga,TN,37403,03/18/2018 12:00:00 AM,TN0330100,A9,91Z,,,18-023986,3,Pending/Possible Leads,35.041292517,-85.301842877999974,"(35.041292517, -85.301842878)"
6200 Airpark Dr,Chattanooga,TN,37421,03/18/2018 12:00:00 AM,TN0330100,C4,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,18-023677,3,Pending/Possible Leads,35.035077564,-85.18458080799995,"(35.035077564, -85.184580808)"
600 Gentry Rd,Chattanooga,TN,37421,03/18/2018 12:01:00 AM,TN0330100,C8,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-023789,3,Pending/Possible Leads,34.986426847000061,-85.144152760999944,"(34.986426847, -85.144152761)"
600 Walnut St,Chattanooga,TN,37402,03/18/2018 12:04:00 AM,TN0330100,A7,91Z,,,18-023668,2,Cleared by Arrest,35.049591208,-85.308037853999991,"(35.049591208, -85.308037854)"
5100 Hwy 153,Chattanooga,TN,37343,03/18/2018 12:07:00 AM,TN0330100,A2,91Z,,,18-023649,3,Pending/Possible Leads,35.121507634,-85.239384434999948,"(35.121507634, -85.239384435)"
300 Sunrise Ln,Chattanooga,TN,37411,03/18/2018 12:30:00 AM,TN0330100,C2,91Z,,,18-023658,3,Pending/Possible Leads,35.019109547000056,-85.252042036999939,"(35.019109547, -85.252042037)"
6900 Lee Hwy,Chattanooga,TN,37421,03/18/2018 12:30:00 AM,TN0330100,C6,23F,Theft From Motor Vehicle,Part 1 Crimes,18-023747,3,Pending/Possible Leads,35.043787856,-85.16362185,"(35.043787856, -85.16362185)"
5300 Hwy 58,Chattanooga,TN,37416,03/18/2018 12:35:00 AM,TN0330100,C5,91Z,,,18-023664,3,Pending/Possible Leads,35.103741495,-85.164300082999958,"(35.103741495, -85.164300083)"
2700 N Chamberlain Ave,Chattanooga,TN,37406,03/18/2018 12:45:00 AM,TN0330100,B2,91Z,,,18-023675,2,Cleared by Arrest,35.067296201,-85.247195097999963,"(35.067296201, -85.247195098)"
2700 N Chamberlain Ave,Chattanooga,TN,37406,03/18/2018 12:45:00 AM,TN0330100,B2,90Z,All Other Offenses,Part 2 Crimes,18-023673,2,Cleared by Arrest,35.066163201000052,-85.24712309799996,"(35.066163201, -85.247123098)"
5500 Brainerd Rd,Chattanooga,TN,37411,03/18/2018 01:03:00 AM,TN0330100,C3,13A,Aggravated Assault,Part 1 Crimes,18-023662,3,Pending/Possible Leads,35.009581008000062,-85.21962435899998,"(35.009581008, -85.219624359)"
400 Council Fire Dr,Chattanooga,TN,37421,03/18/2018 01:10:00 AM,TN0330100,C8,91Z,,,18-023667,3,Pending/Possible Leads,34.986594660000051,-85.16549943,"(34.98659466, -85.16549943)"
2700 Broad St,Chattanooga,TN,37408,03/18/2018 01:21:00 AM,TN0330100,A10,90Z,All Other Offenses,Part 2 Crimes,18-023669,2,Cleared by Arrest,35.025145013000056,-85.317642717999945,"(35.025145013, -85.317642718)"
2700 Broad St,Chattanooga,TN,37408,03/18/2018 01:21:00 AM,TN0330100,A10,90D,Driving Under The Influence,Part 2 Crimes,18-023669,2,Cleared by Arrest,35.025145013000056,-85.317642717999945,"(35.025145013, -85.317642718)"
7400 Allemande Way,Chattanooga,TN,37421,03/18/2018 01:40:00 AM,TN0330100,C9,90Z,All Other Offenses,Part 2 Crimes,18-023672,3,Pending/Possible Leads,35.049183804000052,-85.143968886999943,"(35.049183804, -85.143968887)"
5400 St Elmo Ave,Chattanooga,TN,37409,03/18/2018 01:46:00 AM,TN0330100,A12,91Z,,,18-023671,3,Pending/Possible Leads,34.988742674,-85.330464904999985,"(34.988742674, -85.330464905)"
1600 Read Ave,Chattanooga,TN,37408,03/18/2018 01:50:00 AM,TN0330100,A10,91Z,,,18-023670,3,Pending/Possible Leads,35.034866889,-85.304339864999946,"(35.034866889, -85.304339865)"
1200 Hamilton Ave,Chattanooga,TN,37405,03/18/2018 01:58:00 AM,TN0330100,A4,91Z,,,18-023676,3,Pending/Possible Leads,35.076751566000056,-85.307444512999979,"(35.076751566, -85.307444513)"
2100 Foust St,Chattanooga,TN,37407,03/18/2018 02:00:00 AM,TN0330100,B7,23F,Theft From Motor Vehicle,Part 1 Crimes,18-023739,3,Pending/Possible Leads,35.012862708,-85.283579241999945,"(35.012862708, -85.283579242)"
2300 S Holtzclaw Ave,Chattanooga,TN,37404,03/18/2018 02:00:00 AM,TN0330100,B6,91Z,,,18-023683,3,Pending/Possible Leads,35.022302669000076,-85.29116871799998,"(35.022302669, -85.291168718)"
1500 N Orchard Knob Ave,Chattanooga,TN,37406,03/18/2018 02:08:00 AM,TN0330100,B2,91Z,,,18-023682,3,Pending/Possible Leads,35.054118671,-85.264530152999953,"(35.054118671, -85.264530153)"
4000 Mountain Creek Rd,Chattanooga,TN,37415,03/18/2018 02:12:00 AM,TN0330100,A1,91Z,,,18-023679,3,Pending/Possible Leads,35.129975972000068,-85.309996378999969,"(35.129975972000068, -85.309996378999969)"
1500 Hickory Valley Rd,Chattanooga,TN,37421,03/18/2018 02:16:00 AM,TN0330100,C4,91Z,,,18-023680,3,Pending/Possible Leads,35.024187643,-85.179446516999931,"(35.024187643, -85.179446517)"
1400 Cowart St,Chattanooga,TN,37408,03/18/2018 02:30:00 AM,TN0330100,A9,90E,Drunkenness,Part 2 Crimes,18-023685,2,Cleared by Arrest,35.037868150000051,-85.309689360999982,"(35.03786815, -85.309689361)"
1900 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 02:30:00 AM,TN0330100,C7,13B,Simple Assault,Part 1 Crimes,18-023693,2,Cleared by Arrest,35.027738911,-85.156427324999981,"(35.027738911, -85.156427325)"
1900 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 02:30:00 AM,TN0330100,C7,13A,Aggravated Assault,Part 1 Crimes,18-023693,2,Cleared by Arrest,35.027738911,-85.156427324999981,"(35.027738911, -85.156427325)"
1400 Cowart St,Chattanooga,TN,37408,03/18/2018 02:30:00 AM,TN0330100,A9,90C,Disorderly Conduct,Part 2 Crimes,18-023685,2,Cleared by Arrest,35.037868150000051,-85.309689360999982,"(35.03786815, -85.309689361)"
400 Gadd Rd,Chattanooga,TN,37343,03/18/2018 02:34:00 AM,TN0330100,A1,90Z,All Other Offenses,Part 2 Crimes,18-023692,2,Cleared by Arrest,35.143947634000064,-85.267635278999947,"(35.143947634, -85.267635279)"
400 Gadd Rd,Chattanooga,TN,37343,03/18/2018 02:34:00 AM,TN0330100,A1,90D,Driving Under The Influence,Part 2 Crimes,18-023692,2,Cleared by Arrest,35.143947634000064,-85.267635278999947,"(35.143947634, -85.267635279)"
1400 Chamberlain Ave,Chattanooga,TN,37404,03/18/2018 03:00:00 AM,TN0330100,B5,23F,Theft From Motor Vehicle,Part 1 Crimes,18-023757,3,Pending/Possible Leads,35.03742818200007,-85.281648334999971,"(35.037428182, -85.281648335)"
1400 Chamberlain Ave,Chattanooga,TN,37404,03/18/2018 03:00:00 AM,TN0330100,B5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-023757,3,Pending/Possible Leads,35.03742818200007,-85.281648334999971,"(35.037428182, -85.281648335)"
600 Market St,Chattanooga,TN,37402,03/18/2018 03:02:00 AM,TN0330100,A7,90Z,All Other Offenses,Part 2 Crimes,18-023695,2,Cleared by Arrest,35.049875242,-85.310504156999954,"(35.049875242, -85.310504157)"
600 Market St,Chattanooga,TN,37402,03/18/2018 03:02:00 AM,TN0330100,A7,90D,Driving Under The Influence,Part 2 Crimes,18-023695,2,Cleared by Arrest,35.049875242,-85.310504156999954,"(35.049875242, -85.310504157)"
100 I-24e,Chattanooga,TN,37404,03/18/2018 03:14:00 AM,TN0330100,B6,91Z,,,18-023699,3,Pending/Possible Leads,,,
4100 Clio Ave,Chattanooga,TN,37407,03/18/2018 03:41:00 AM,TN0330100,B9,91Z,,,18-023708,3,Pending/Possible Leads,34.995942822000067,-85.290985560999957,"(34.995942822, -85.290985561)"
2900 Calhoun Ave,Chattanooga,TN,37407,03/18/2018 03:42:00 AM,TN0330100,B7,91Z,,,18-023712,3,Pending/Possible Leads,35.011081656000073,-85.29540598799997,"(35.011081656, -85.295405988)"
2100 Old Wauhatchie Pike,Chattanooga,TN,37419,03/18/2018 03:44:00 AM,TN0330100,A13,90Z,All Other Offenses,Part 2 Crimes,18-023704,2,Cleared by Arrest,35.02149153,-85.342574194999941,"(35.02149153, -85.342574195)"
2100 Old Wauhatchie Pike,Chattanooga,TN,37419,03/18/2018 03:44:00 AM,TN0330100,A13,90Z,All Other Offenses,Part 2 Crimes,18-023704,2,Cleared by Arrest,35.02149153,-85.342574194999941,"(35.02149153, -85.342574195)"
7600 Lee Hwy,Chattanooga,TN,37421,03/18/2018 04:00:00 AM,TN0330100,C9,91Z,,,18-023711,3,Pending/Possible Leads,35.059266675000053,-85.135795753999957,"(35.059266675, -85.135795754)"
700 Mccallie Ave,Chattanooga,TN,37403,03/18/2018 04:01:00 AM,TN0330100,A7,35A,Drug/Narcotic Violations,Part 1 Crimes,18-023706,2,Cleared by Arrest,35.044573595,-85.298251153999971,"(35.044573595, -85.298251154)"
700 Mccallie Ave,Chattanooga,TN,37403,03/18/2018 04:01:00 AM,TN0330100,A7,90D,Driving Under The Influence,Part 2 Crimes,18-023706,2,Cleared by Arrest,35.044573595,-85.298251153999971,"(35.044573595, -85.298251154)"
7600 Holiday Hills Dr,Chattanooga,TN,37416,03/18/2018 04:50:00 AM,TN0330100,C5,91Z,,,18-023715,3,Pending/Possible Leads,35.075024344,-85.170527982999971,"(35.075024344, -85.170527983)"
1700 E Main St,Chattanooga,TN,37404,03/18/2018 04:55:00 AM,TN0330100,B5,90Z,All Other Offenses,Part 2 Crimes,18-023721,2,Cleared by Arrest,35.026465956,-85.282060048999966,"(35.026465956, -85.282060049)"
900 Douglas St,Chattanooga,TN,37403,03/18/2018 05:00:00 AM,TN0330100,A9,91Z,,,18-023716,3,Pending/Possible Leads,35.04416374,-85.30366894,"(35.04416374, -85.30366894)"
1400 E 17th St,Chattanooga,TN,37404,03/18/2018 05:00:00 AM,TN0330100,B6,91Z,,,18-023718,3,Pending/Possible Leads,35.026832792,-85.28891499,"(35.026832792, -85.28891499)"
3000 13th Ave,Chattanooga,TN,37407,03/18/2018 05:39:00 AM,TN0330100,B8,91Z,,,18-023722,3,Pending/Possible Leads,35.006259105000055,-85.275982648999943,"(35.006259105, -85.275982649)"
900 Carter St,Chattanooga,TN,37402,03/18/2018 06:00:00 AM,TN0330100,A9,23F,Theft From Motor Vehicle,Part 1 Crimes,18-023731,3,Pending/Possible Leads,35.046182888,-85.311392104999953,"(35.046182888, -85.311392105)"
3400 Jones St,Chattanooga,TN,37411,03/18/2018 06:50:00 AM,TN0330100,C1,91Z,,,18-023723,3,Pending/Possible Leads,35.04655112,-85.237749486999988,"(35.04655112, -85.237749487)"
1800 E 23rd St,Chattanooga,TN,37404,03/18/2018 07:00:00 AM,TN0330100,B6,90C,Disorderly Conduct,Part 2 Crimes,18-023724,2,Cleared by Arrest,35.020438132000059,-85.286646025999971,"(35.020438132, -85.286646026)"
1500 E 14th St,Chattanooga,TN,37404,03/18/2018 08:00:00 AM,TN0330100,B5,23D,Theft From Buildings,Part 1 Crimes,18-024731,3,Pending/Possible Leads,35.029550564000054,-85.284686872999984,"(35.029550564000054, -85.284686872999984)"
7300 Jarnigan Rd,Chattanooga,TN,37421,03/18/2018 08:00:00 AM,TN0330100,C7,91Z,,,18-023728,3,Pending/Possible Leads,35.028606758,-85.159203414999979,"(35.028606758, -85.159203415)"
900 Sholar Ct,Chattanooga,TN,37406,03/18/2018 09:00:00 AM,TN0330100,B3,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,18-024400,3,Pending/Possible Leads,35.049752004000077,-85.272778630999966,"(35.049752004, -85.272778631)"
900 Sholar Ct,Chattanooga,TN,37406,03/18/2018 09:00:00 AM,TN0330100,B3,23H,All Other Larceny,Part 1 Crimes,18-024400,3,Pending/Possible Leads,35.049752004000077,-85.272778630999966,"(35.049752004, -85.272778631)"
900 Tunnel Blvd,Chattanooga,TN,37411,03/18/2018 09:53:00 AM,TN0330100,C1,13A,Aggravated Assault,Part 1 Crimes,18-023742,3,Pending/Possible Leads,35.039728894000064,-85.239347219999942,"(35.039728894, -85.23934722)"
5700 Lee Hwy,Chattanooga,TN,37421,03/18/2018 10:00:00 AM,TN0330100,C4,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-024003,3,Pending/Possible Leads,35.017978720000066,-85.203412293999961,"(35.01797872, -85.203412294)"
5700 Lee Hwy,Chattanooga,TN,37421,03/18/2018 10:00:00 AM,TN0330100,C4,23F,Theft From Motor Vehicle,Part 1 Crimes,18-024003,3,Pending/Possible Leads,35.017978720000066,-85.203412293999961,"(35.01797872, -85.203412294)"
1500 Bradt St,Chattanooga,TN,37406,03/18/2018 10:30:00 AM,TN0330100,B2,91Z,,,18-023746,3,Pending/Possible Leads,35.053650233000056,-85.261695016999965,"(35.053650233, -85.261695017)"
5000 N Moore Ln,Chattanooga,TN,37411,03/18/2018 11:23:00 AM,TN0330100,C3,91Z,,,18-023750,3,Pending/Possible Leads,35.024529927000081,-85.218578742999981,"(35.024529927, -85.218578743)"
400 Glenwood Dr,Chattanooga,TN,37404,03/18/2018 11:30:00 AM,TN0330100,B4,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-023755,2,Cleared by Arrest,35.038574382,-85.261789685999986,"(35.038574382, -85.261789686)"
4500 Highway 58,Chattanooga,TN,37416,03/18/2018 11:32:00 AM,TN0330100,C5,23C,Shoplifting,Part 1 Crimes,18-023758,3,Pending/Possible Leads,35.084892814,-85.197418035999959,"(35.084892814, -85.197418036)"
1100 Arlington Ave,Chattanooga,TN,37406,03/18/2018 11:45:00 AM,TN0330100,B3,91Z,,,18-023761,3,Pending/Possible Leads,35.046819289,-85.262085652999971,"(35.046819289, -85.262085653)"
2500 Glass St,Chattanooga,TN,37406,03/18/2018 12:00:00 PM,TN0330100,B2,220,Burglary/Breaking And Entering,Part 1 Crimes,18-024382,3,Pending/Possible Leads,35.066249326,-85.248033778999954,"(35.066249326, -85.248033779)"
300 N Holtzclaw Ave,Chattanooga,TN,37404,03/18/2018 12:15:00 PM,TN0330100,B4,240,Motor Vehicle Theft,Part 1 Crimes,18-023766,4,Inactive/Suspended,35.042778886,-85.281185855999993,"(35.042778886, -85.281185856)"
400 Greenway View Dr,Chattanooga,TN,37411,03/18/2018 12:30:00 PM,TN0330100,C3,23C,Shoplifting,Part 1 Crimes,18-023798,3,Pending/Possible Leads,35.006895739,-85.206852295999965,"(35.006895739, -85.206852296)"
4800 Hixson Pike,Chattanooga,TN,37343,03/18/2018 12:35:00 PM,TN0330100,A3,23C,Shoplifting,Part 1 Crimes,18-023772,2,Cleared by Arrest,35.128801741000068,-85.247165552999945,"(35.128801741, -85.247165553)"
4800 Hixson Pike,Chattanooga,TN,37343,03/18/2018 12:35:00 PM,TN0330100,A3,35B,Drug Equipment Violations,Part 1 Crimes,18-023772,2,Cleared by Arrest,35.128801741000068,-85.247165552999945,"(35.128801741, -85.247165553)"
200 Hillside Dr,Chattanooga,TN,37411,03/18/2018 12:42:00 PM,TN0330100,C2,13A,Aggravated Assault,Part 1 Crimes,18-023775,2,Cleared by Arrest,35.021283806000078,-85.23371876899995,"(35.021283806, -85.233718769)"
4500 Midland Pike,Chattanooga,TN,37411,03/18/2018 01:00:00 PM,TN0330100,C2,90Z,All Other Offenses,Part 2 Crimes,18-023828,3,Pending/Possible Leads,35.027570243,-85.22746442799999,"(35.027570243, -85.227464428)"
300 Pine Ridge Rd,Chattanooga,TN,37405,03/18/2018 01:00:00 PM,TN0330100,A4,91Z,,,18-023782,3,Pending/Possible Leads,35.069494846,-85.31488798599996,"(35.069494846, -85.314887986)"
Walnut St,Chattanooga,TN,37403,03/18/2018 01:00:00 PM,TN0330100,A7,91Z,,,18-023779,3,Pending/Possible Leads,,,
2800 E 50th St,Chattanooga,TN,37407,03/18/2018 01:10:00 PM,TN0330100,B9,91Z,,,18-023781,3,Pending/Possible Leads,34.984728531,-85.286875306999946,"(34.984728531, -85.286875307)"
4600 Plaza Hills Ln,Chattanooga,TN,37343,03/18/2018 01:15:00 PM,TN0330100,A3,91Z,,,18-023795,3,Pending/Possible Leads,35.12581806,-85.26667501099999,"(35.12581806, -85.266675011)"
3400 Amnicola Hwy,Chattanooga,TN,37406,03/18/2018 01:22:00 PM,TN0330100,B1,91Z,,,18-023785,3,Pending/Possible Leads,35.081636450000055,-85.263708524999984,"(35.08163645, -85.263708525)"
2700 6th Ave,Chattanooga,TN,37407,03/18/2018 01:30:00 PM,TN0330100,B8,13A,Aggravated Assault,Part 1 Crimes,18-023809,3,Pending/Possible Leads,35.010804773000054,-85.280015917999975,"(35.010804773, -85.280015918)"
1400 E 16th St,Chattanooga,TN,37404,03/18/2018 01:45:00 PM,TN0330100,B6,23D,Theft From Buildings,Part 1 Crimes,18-023786,3,Pending/Possible Leads,35.02825864,-85.288423357999932,"(35.02825864, -85.288423358)"
1300 Cypress Street Ct,Chattanooga,TN,37402,03/18/2018 01:54:00 PM,TN0330100,A6,13A,Aggravated Assault,Part 1 Crimes,18-023632,3,Pending/Possible Leads,35.042333795000054,-85.317835163999987,"(35.042333795, -85.317835164)"
6900 Lee Hwy,Chattanooga,TN,37421,03/18/2018 01:54:00 PM,TN0330100,C6,90Z,All Other Offenses,Part 2 Crimes,18-023797,3,Pending/Possible Leads,35.044418241000074,-85.164146690999942,"(35.044418241, -85.164146691)"
4100 Shallowford Rd,Chattanooga,TN,37411,03/18/2018 02:00:00 PM,TN0330100,C2,91Z,,,18-023827,3,Pending/Possible Leads,35.043720069000074,-85.220781852999963,"(35.043720069000074, -85.220781852999963)"
3500 Clio Ave,Chattanooga,TN,37407,03/18/2018 02:02:00 PM,TN0330100,B7,26C,Impersonation,Part 1 Crimes,18-023799,2,Cleared by Arrest,35.003571590000071,-85.292305250999945,"(35.00357159, -85.292305251)"
5200 Old Mission Rd,Chattanooga,TN,37406,03/18/2018 02:15:00 PM,TN0330100,B1,23F,Theft From Motor Vehicle,Part 1 Crimes,18-023810,3,Pending/Possible Leads,35.014961990000074,-85.221914313999946,"(35.01496199, -85.221914314)"
2000 Stuart St,Chattanooga,TN,37406,03/18/2018 02:50:00 PM,TN0330100,B2,220,Burglary/Breaking And Entering,Part 1 Crimes,18-024476,3,Pending/Possible Leads,35.071692437,-85.25216756199994,"(35.071692437, -85.252167562)"
800 Mountain Creek Rd,Chattanooga,TN,37405,03/18/2018 03:00:00 PM,TN0330100,A5,91Z,,,18-023814,3,Pending/Possible Leads,35.100807391,-85.32753023,"(35.100807391, -85.32753023)"
6900 Lee Hwy,Chattanooga,TN,37421,03/18/2018 03:09:00 PM,TN0330100,C6,91Z,,,18-023819,3,Pending/Possible Leads,35.043010206000076,-85.164174967999983,"(35.043010206, -85.164174968)"
900 Gateway Ave,Chattanooga,TN,37402,03/18/2018 03:16:00 PM,TN0330100,A6,91Z,,,18-023815,3,Pending/Possible Leads,35.047437368,-85.317852195999947,"(35.047437368, -85.317852196)"
2100 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 03:20:00 PM,TN0330100,C7,91Z,,,18-023825,3,Pending/Possible Leads,35.03503846800006,-85.153910162999992,"(35.035038468, -85.153910163)"
100 N Crest Rd,Chattanooga,TN,37404,03/18/2018 03:30:00 PM,TN0330100,B4,91Z,,,18-023820,3,Pending/Possible Leads,35.041882010000052,-85.25436416499997,"(35.04188201, -85.254364165)"
700 E 11th St,Chattanooga,TN,37403,03/18/2018 03:49:00 PM,TN0330100,A9,91Z,,,18-023832,2,Cleared by Arrest,35.041021851000053,-85.299291597999982,"(35.041021851, -85.299291598)"
1900 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 04:00:00 PM,TN0330100,C7,13B,Simple Assault,Part 1 Crimes,18-023842,3,Pending/Possible Leads,35.028717911,-85.155969324999973,"(35.028717911, -85.155969325)"
2000 Jackson St,Chattanooga,TN,37404,03/18/2018 04:00:00 PM,TN0330100,B4,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-024136,3,Pending/Possible Leads,35.045002321000077,-85.268365962999937,"(35.045002321, -85.268365963)"
2200 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 04:01:00 PM,TN0330100,C7,91Z,,,18-023838,3,Pending/Possible Leads,35.040234388000059,-85.150716538999959,"(35.040234388, -85.150716539)"
1100 Belmeade Ave,Chattanooga,TN,37411,03/18/2018 04:05:00 PM,TN0330100,C3,91Z,,,18-023830,3,Pending/Possible Leads,35.042623503,-85.240678860999964,"(35.042623503, -85.240678861)"
200 S Moss Ave,Chattanooga,TN,37419,03/18/2018 04:11:00 PM,TN0330100,A13,91Z,,,18-023831,3,Pending/Possible Leads,35.016143223000064,-85.373641701999986,"(35.016143223, -85.373641702)"
4000 Rogers Rd,Chattanooga,TN,37411,03/18/2018 04:20:00 PM,TN0330100,C2,13B,Simple Assault,Part 1 Crimes,18-023835,3,Pending/Possible Leads,35.028440560000057,-85.235141951999978,"(35.02844056, -85.235141952)"
1100 Hixson Pike,Chattanooga,TN,37405,03/18/2018 04:33:00 PM,TN0330100,A1,91Z,,,18-023837,2,Cleared by Arrest,35.06820947300006,-85.290292612999949,"(35.068209473, -85.290292613)"
6300 Talladega Ave,Chattanooga,TN,37421,03/18/2018 04:35:00 PM,TN0330100,C6,91Z,,,18-023840,3,Pending/Possible Leads,35.040138785,-85.182229050999993,"(35.040138785, -85.182229051)"
400 Greenway View Dr,Chattanooga,TN,37411,03/18/2018 04:36:00 PM,TN0330100,C3,91Z,,,18-023848,3,Pending/Possible Leads,35.007974739,-85.206688295999967,"(35.007974739, -85.206688296)"
1800 Williams Rd,Chattanooga,TN,37343,03/18/2018 04:52:00 PM,TN0330100,A3,91Z,,,18-023841,3,Pending/Possible Leads,35.123502751,-85.243997034999964,"(35.123502751, -85.243997035)"
1300 Dodson Ave,Chattanooga,TN,37406,03/18/2018 04:55:00 PM,TN0330100,B3,91Z,,,18-023843,3,Pending/Possible Leads,35.051310861000054,-85.262540921999943,"(35.051310861, -85.262540922)"
5500 Brainerd Rd,Chattanooga,TN,37411,03/18/2018 04:57:00 PM,TN0330100,C3,91Z,,,18-023856,I,Closed,35.010149142,-85.219003325999992,"(35.010149142, -85.219003326)"
7700 E Brainerd Rd,Chattanooga,TN,37421,03/18/2018 05:00:00 PM,TN0330100,C8,90J,Trespass Of Real Property,Part 2 Crimes,18-024646,3,Pending/Possible Leads,35.009950913000054,-85.155858857999945,"(35.009950913000054, -85.155858857999945)"
3300 Navajo Dr,Chattanooga,TN,37411,03/18/2018 05:18:00 PM,TN0330100,C2,120,Robbery,Part 1 Crimes,18-023854,3,Pending/Possible Leads,35.01851794500007,-85.254222066999986,"(35.018517945, -85.254222067)"
2300 4th Ave,Chattanooga,TN,37404,03/18/2018 05:20:00 PM,TN0330100,B6,91Z,,,18-023845,3,Pending/Possible Leads,35.017435322,-85.279332880999974,"(35.017435322, -85.279332881)"
100 Signal Hills Dr,Chattanooga,TN,37405,03/18/2018 05:20:00 PM,TN0330100,A5,91Z,,,18-023850,3,Pending/Possible Leads,35.09764732,-85.335193253999947,"(35.09764732, -85.335193254)"
200 Browns Ferry Rd,Chattanooga,TN,37419,03/18/2018 05:26:00 PM,TN0330100,A13,91Z,,,18-023849,3,Pending/Possible Leads,35.028413870000058,-85.362930406999965,"(35.02841387, -85.362930407)"
6100 Lee Hwy,Chattanooga,TN,37421,03/18/2018 05:45:00 PM,TN0330100,C4,91Z,,,18-023855,3,Pending/Possible Leads,35.027450435,-85.1914818,"(35.027450435, -85.1914818)"
3500 Brainerd Rd,Chattanooga,TN,37411,03/18/2018 06:00:00 PM,TN0330100,C2,91Z,,,18-023894,3,Pending/Possible Leads,35.023549910000078,-85.246119083999943,"(35.02354991, -85.246119084)"
400 S Kelley St,Chattanooga,TN,37404,03/18/2018 06:00:00 PM,TN0330100,B5,91Z,,,18-023868,3,Pending/Possible Leads,35.033089372000056,-85.27129584099994,"(35.033089372, -85.271295841)"
1200 Peachtree St,Chattanooga,TN,37404,03/18/2018 06:00:00 PM,TN0330100,B5,91Z,,,18-023874,3,Pending/Possible Leads,35.025151159,-85.269252904999973,"(35.025151159, -85.269252905)"
3000 Campbell St,Chattanooga,TN,37406,03/18/2018 06:00:00 PM,TN0330100,B1,23F,Theft From Motor Vehicle,Part 1 Crimes,18-024050,3,Pending/Possible Leads,35.069897945,-85.242987204999991,"(35.069897945, -85.242987205)"
2200 Gunbarrel Rd,Chattanooga,TN,37421,03/18/2018 06:05:00 PM,TN0330100,C7,91Z,,,18-023865,3,Pending/Possible Leads,35.039328575000063,-85.15021023,"(35.039328575, -85.15021023)"
900 Airport Rd,Chattanooga,TN,37421,03/18/2018 06:08:00 PM,TN0330100,C4,91Z,,,18-023869,3,Pending/Possible Leads,35.031689848,-85.194507090999963,"(35.031689848, -85.194507091)"
200 N Hickory St,Chattanooga,TN,37404,03/18/2018 06:20:00 PM,TN0330100,B4,13A,Aggravated Assault,Part 1 Crimes,18-023866,3,Pending/Possible Leads,35.039071103000055,-85.277021896999983,"(35.039071103, -85.277021897)"
200 N Hickory St,Chattanooga,TN,37404,03/18/2018 06:20:00 PM,TN0330100,B4,520,Weapon Law Violations,Part 1 Crimes,18-023866,3,Pending/Possible Leads,35.039071103000055,-85.277021896999983,"(35.039071103, -85.277021897)"
200 N Hickory St,Chattanooga,TN,37404,03/18/2018 06:20:00 PM,TN0330100,B4,90C,Disorderly Conduct,Part 2 Crimes,18-023866,3,Pending/Possible Leads,35.039071103000055,-85.277021896999983,"(35.039071103, -85.277021897)"
4400 Delashmitt Rd,Chattanooga,TN,37343,03/18/2018 06:20:00 PM,TN0330100,A3,13B,Simple Assault,Part 1 Crimes,18-023863,3,Pending/Possible Leads,35.125434193000061,-85.263235677999987,"(35.125434193, -85.263235678)"
1900 Northpoint Blvd,Chattanooga,TN,37343,03/18/2018 06:25:00 PM,TN0330100,A1,91Z,,,18-023876,2,Cleared by Arrest,35.138281493,-85.243241903999944,"(35.138281493, -85.243241904)"
2700 4th Ave,Chattanooga,TN,37407,03/18/2018 06:30:00 PM,TN0330100,B8,13A,Aggravated Assault,Part 1 Crimes,18-023872,3,Pending/Possible Leads,35.012390966000062,-85.283609274999989,"(35.012390966, -85.283609275)"
100 Northgate Mall Dr,Chattanooga,TN,37415,03/18/2018 06:35:00 PM,TN0330100,A2,23C,Shoplifting,Part 1 Crimes,18-023871,2,Cleared by Arrest,35.133682816000068,-85.241659592999994,"(35.133682816, -85.241659593)"
